first_name,last_name,email,city,rental_id,rental_date,return_date,payment_id,amount,rental_duration,full_name
Alma,Austin,alma.austin@sakilacustomer.org,Mannheim,178,2005-05-26 04:21:46,2005-06-04 07:09:46,5282,5.99,9,Alma Austin
Ruth,Martinez,ruth.martinez@sakilacustomer.org,Kimberley,179,2005-05-26 04:26:06,2005-06-03 10:06:06,492,6.99,8,Ruth Martinez
Tammy,Sanders,tammy.sanders@sakilacustomer.org,Changhwa,180,2005-05-26 04:46:23,2005-06-01 09:58:23,2021,4.99,6,Tammy Sanders
Sergio,Stanfield,sergio.stanfield@sakilacustomer.org,Celaya,181,2005-05-26 04:47:06,2005-05-29 06:34:06,15709,4.99,3,Sergio Stanfield
Tanya,Gilbert,tanya.gilbert@sakilacustomer.org,Naju,182,2005-05-26 04:49:17,2005-06-01 05:43:17,6387,4.99,6,Tanya Gilbert
Maxine,Silva,maxine.silva@sakilacustomer.org,Poços De Caldas,183,2005-05-26 05:01:18,2005-06-01 09:04:18,6839,2.99,6,Maxine Silva
Armando,Gruber,armando.gruber@sakilacustomer.org,Southport,184,2005-05-26 05:29:49,2005-05-28 10:10:49,14890,0.99,2,Armando Gruber
Ethel,Webb,ethel.webb@sakilacustomer.org,Boksburg,185,2005-05-26 05:30:03,2005-06-02 09:48:03,3354,3.99,7,Ethel Webb
Tim,Cary,tim.cary@sakilacustomer.org,Bijapur,186,2005-05-26 05:32:52,2005-06-03 07:19:52,12612,4.99,8,Tim Cary
Andre,Rapp,andre.rapp@sakilacustomer.org,Coquimbo,187,2005-05-26 05:42:37,2005-06-04 00:38:37,13860,8.99,9,Andre Rapp
Lydia,Burke,lydia.burke@sakilacustomer.org,San Miguel De Tucumán,188,2005-05-26 05:47:12,2005-05-26 23:48:12,6566,4.99,0,Lydia Burke
Stella,Moreno,stella.moreno@sakilacustomer.org,Coacalco De Berriozábal,189,2005-05-26 06:01:41,2005-05-27 06:11:41,6677,4.99,1,Stella Moreno
Jessie,Milam,jessie.milam@sakilacustomer.org,Binzhou,190,2005-05-26 06:11:28,2005-06-01 09:44:28,14340,1.99,6,Jessie Milam
Allen,Butterfield,allen.butterfield@sakilacustomer.org,Hoshiarpur,191,2005-05-26 06:14:06,2005-05-28 05:33:06,11149,0.99,2,Allen Butterfield
Randall,Neumann,randall.neumann@sakilacustomer.org,La Romana,192,2005-05-26 06:20:37,2005-06-02 10:57:37,11773,2.99,7,Randall Neumann
Leah,Curtis,leah.curtis@sakilacustomer.org,Kalisz,193,2005-05-26 06:41:48,2005-05-30 06:21:48,7304,1.99,4,Leah Curtis
Angela,Hernandez,angela.hernandez@sakilacustomer.org,Shimonoseki,194,2005-05-26 06:52:33,2005-05-30 04:08:33,782,1.99,4,Angela Hernandez
Bob,Pfeiffer,bob.pfeiffer@sakilacustomer.org,Xintai,195,2005-05-26 06:52:36,2005-05-31 02:47:36,15102,5.99,5,Bob Pfeiffer
Vivian,Ruiz,vivian.ruiz@sakilacustomer.org,´S-Hertogenbosch,196,2005-05-26 06:55:58,2005-05-27 10:54:58,4997,2.99,1,Vivian Ruiz
Kelly,Knott,kelly.knott@sakilacustomer.org,Sanya,197,2005-05-26 06:59:21,2005-06-03 05:04:21,14660,5.99,8,Kelly Knott
Teresa,Rogers,teresa.rogers@sakilacustomer.org,Iwakuni,198,2005-05-26 07:03:49,2005-06-04 11:45:49,1484,4.99,9,Teresa Rogers
Kathy,James,kathy.james@sakilacustomer.org,Baybay,199,2005-05-26 07:11:58,2005-05-28 09:06:58,1910,2.99,2,Kathy James
Kevin,Schuler,kevin.schuler@sakilacustomer.org,Birgunj,200,2005-05-26 07:12:21,2005-05-31 12:07:21,8673,4.99,5,Kevin Schuler
Marcus,Hidalgo,marcus.hidalgo@sakilacustomer.org,Tartu,201,2005-05-26 07:13:45,2005-06-04 02:02:45,11969,8.99,9,Marcus Hidalgo
Sharon,Robinson,sharon.robinson@sakilacustomer.org,Mardan,202,2005-05-26 07:27:36,2005-06-02 03:52:36,514,2.99,7,Sharon Robinson
Edna,West,edna.west@sakilacustomer.org,Klerksdorp,203,2005-05-26 07:27:57,2005-06-03 12:52:57,2933,5.99,8,Edna West
Claude,Herzog,claude.herzog@sakilacustomer.org,Benguela,204,2005-05-26 07:30:37,2005-05-30 08:11:37,14205,0.99,4,Claude Herzog
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,205,2005-05-26 07:59:37,2005-05-29 09:43:37,3058,4.99,3,Grace Ellis
Carl,Artis,carl.artis@sakilacustomer.org,San Lorenzo,206,2005-05-26 08:01:54,2005-05-27 06:26:54,9313,0.99,1,Carl Artis
Frances,Parker,frances.parker@sakilacustomer.org,Juazeiro Do Norte,207,2005-05-26 08:04:38,2005-05-27 09:32:38,1291,4.99,1,Frances Parker
Naomi,Jennings,naomi.jennings@sakilacustomer.org,Karnal,208,2005-05-26 08:10:22,2005-05-27 03:55:22,7403,4.99,1,Naomi Jennings
Carlos,Coughlin,carlos.coughlin@sakilacustomer.org,Bhavnagar,209,2005-05-26 08:14:01,2005-05-27 09:00:01,10248,4.99,1,Carlos Coughlin
Clarence,Gamez,clarence.gamez@sakilacustomer.org,Izumisano,210,2005-05-26 08:14:15,2005-05-27 12:12:15,10589,2.99,1,Clarence Gamez
Beatrice,Arnold,beatrice.arnold@sakilacustomer.org,Udaipur,211,2005-05-26 08:33:10,2005-05-28 14:09:10,4604,2.99,2,Beatrice Arnold
Cheryl,Murphy,cheryl.murphy@sakilacustomer.org,Mysore,212,2005-05-26 08:34:41,2005-05-30 12:46:41,1620,4.99,4,Cheryl Murphy
Chris,Brothers,chris.brothers@sakilacustomer.org,Gijón,213,2005-05-26 08:44:08,2005-05-31 12:33:08,10672,3.99,5,Chris Brothers
Lillian,Griffin,lillian.griffin@sakilacustomer.org,Al-Ayn,214,2005-05-26 08:48:49,2005-05-31 04:06:49,2639,3.99,5,Lillian Griffin
Sue,Peters,sue.peters@sakilacustomer.org,Changzhou,215,2005-05-26 09:02:47,2005-05-28 09:45:47,5317,0.99,2,Sue Peters
Lois,Butler,lois.butler@sakilacustomer.org,Bandar Seri Begawan,216,2005-05-26 09:17:43,2005-06-03 08:21:43,2469,5.99,8,Lois Butler
Josephine,Gomez,josephine.gomez@sakilacustomer.org,Etawah,217,2005-05-26 09:24:26,2005-05-31 03:24:26,3254,4.99,5,Josephine Gomez
Christopher,Greco,christopher.greco@sakilacustomer.org,Brescia,218,2005-05-26 09:27:09,2005-06-04 11:53:09,8381,6.99,9,Christopher Greco
Ricardo,Meador,ricardo.meador@sakilacustomer.org,Okayama,219,2005-05-26 09:41:45,2005-05-28 04:40:45,13188,4.99,2,Ricardo Meador
Lonnie,Tirado,lonnie.tirado@sakilacustomer.org,Pangkal Pinang,220,2005-05-26 10:06:49,2005-06-01 07:43:49,14577,4.99,6,Lonnie Tirado
Leslie,Gordon,leslie.gordon@sakilacustomer.org,Kilis,221,2005-05-26 10:14:09,2005-05-29 05:57:09,3857,2.99,3,Leslie Gordon
Louise,Jenkins,louise.jenkins@sakilacustomer.org,Springs,222,2005-05-26 10:14:38,2005-05-31 08:36:38,2244,0.99,5,Louise Jenkins
Leon,Bostic,leon.bostic@sakilacustomer.org,Florencia,223,2005-05-26 10:15:23,2005-05-30 11:43:23,12415,4.99,4,Leon Bostic
Brian,Wyman,brian.wyman@sakilacustomer.org,Bydgoszcz,224,2005-05-26 10:18:27,2005-06-04 06:59:27,8611,9.99,9,Brian Wyman
Alvin,Deloach,alvin.deloach@sakilacustomer.org,Cuauhtémoc,225,2005-05-26 10:27:50,2005-06-01 07:01:50,12582,4.99,6,Alvin Deloach
Bessie,Morrison,bessie.morrison@sakilacustomer.org,Syrakusa,226,2005-05-26 10:44:04,2005-05-31 13:26:04,5975,4.99,5,Bessie Morrison
Robert,Baughman,robert.baughman@sakilacustomer.org,Kaliningrad,227,2005-05-26 10:51:46,2005-05-30 07:24:46,8168,5.99,4,Robert Baughman
Johnnie,Chisholm,johnnie.chisholm@sakilacustomer.org,Plock,228,2005-05-26 10:54:28,2005-06-04 09:39:28,15288,9.99,9,Johnnie Chisholm
Mark,Rinehart,mark.rinehart@sakilacustomer.org,Tabuk,229,2005-05-26 11:19:20,2005-05-31 11:56:20,8455,4.99,5,Mark Rinehart
Jean,Bell,jean.bell@sakilacustomer.org,Kuching,230,2005-05-26 11:31:50,2005-05-30 15:22:50,1593,0.99,4,Jean Bell
Bruce,Schwarz,bruce.schwarz@sakilacustomer.org,Okinawa,231,2005-05-26 11:31:59,2005-05-27 07:27:59,9859,4.99,1,Bruce Schwarz
Mabel,Holland,mabel.holland@sakilacustomer.org,Monywa,232,2005-05-26 11:38:05,2005-05-27 08:42:05,6890,0.99,1,Mabel Holland
Jamie,Waugh,jamie.waugh@sakilacustomer.org,Kuwana,233,2005-05-26 11:43:44,2005-05-28 17:28:44,14282,4.99,2,Jamie Waugh
Casey,Mena,casey.mena@sakilacustomer.org,Tokat,234,2005-05-26 11:47:20,2005-06-03 10:39:20,15155,5.99,8,Casey Mena
Sherry,Marshall,sherry.marshall@sakilacustomer.org,Shubra Al-Khayma,235,2005-05-26 11:51:09,2005-06-04 09:36:09,3189,5.99,9,Sherry Marshall
Theodore,Culp,theodore.culp@sakilacustomer.org,Uluberia,236,2005-05-26 11:53:49,2005-05-28 13:55:49,12026,0.99,2,Theodore Culp
Fernando,Churchill,fernando.churchill@sakilacustomer.org,Tonghae,237,2005-05-26 12:15:13,2005-05-29 18:10:13,14428,0.99,3,Fernando Churchill
Stacey,Montgomery,stacey.montgomery@sakilacustomer.org,Fuyu,238,2005-05-26 12:30:22,2005-05-27 06:49:22,5719,4.99,1,Stacey Montgomery
Joyce,Edwards,joyce.edwards@sakilacustomer.org,Jedda,239,2005-05-26 12:30:26,2005-06-01 13:26:26,1330,3.99,6,Joyce Edwards
Gladys,Hamilton,gladys.hamilton@sakilacustomer.org,Ilorin,240,2005-05-26 12:40:23,2005-06-04 07:22:23,2769,7.99,9,Gladys Hamilton
Courtney,Day,courtney.day@sakilacustomer.org,Uijongbu,241,2005-05-26 12:49:01,2005-05-28 11:43:01,6623,0.99,2,Courtney Day
Kristin,Johnston,kristin.johnston@sakilacustomer.org,Sunnyvale,242,2005-05-26 13:05:08,2005-06-02 15:26:08,5801,1.99,7,Kristin Johnston
Lance,Pemberton,lance.pemberton@sakilacustomer.org,Beni-Mellal,243,2005-05-26 13:06:05,2005-06-03 17:28:05,14595,6.99,8,Lance Pemberton
Marsha,Douglas,marsha.douglas@sakilacustomer.org,Beira,244,2005-05-26 13:40:40,2005-05-31 11:58:40,6920,2.99,5,Marsha Douglas
Veronica,Stone,veronica.stone@sakilacustomer.org,Greensboro,245,2005-05-26 13:46:59,2005-05-27 09:58:59,4292,4.99,1,Veronica Stone
Marlene,Welch,marlene.welch@sakilacustomer.org,Iwaki,246,2005-05-26 13:57:07,2005-05-29 10:12:07,6474,2.99,3,Marlene Welch
Crystal,Ford,crystal.ford@sakilacustomer.org,Ashdod,247,2005-05-26 14:01:05,2005-05-28 13:38:05,2736,4.99,2,Crystal Ford
Julio,Noland,julio.noland@sakilacustomer.org,Konotop,248,2005-05-26 14:07:58,2005-05-31 14:03:58,14639,0.99,5,Julio Noland
Greg,Robins,greg.robins@sakilacustomer.org,Nam Dinh,249,2005-05-26 14:19:09,2005-05-28 17:47:09,12750,2.99,2,Greg Robins
Mathew,Bolin,mathew.bolin@sakilacustomer.org,Valencia,250,2005-05-26 14:30:24,2005-05-27 08:50:24,14507,4.99,1,Mathew Bolin
Rosemary,Schmidt,rosemary.schmidt@sakilacustomer.org,Usak,251,2005-05-26 14:35:40,2005-05-29 17:17:40,5516,0.99,3,Rosemary Schmidt
Brittany,Riley,brittany.riley@sakilacustomer.org,Sumy,252,2005-05-26 14:39:53,2005-06-02 14:48:53,5074,7.99,7,Brittany Riley
Jeffery,Pinson,jeffery.pinson@sakilacustomer.org,Dadu,253,2005-05-26 14:43:14,2005-05-27 12:21:14,11239,0.99,1,Jeffery Pinson
Shawn,Heaton,shawn.heaton@sakilacustomer.org,Nakhon Sawan,254,2005-05-26 14:43:48,2005-05-31 09:19:48,10555,4.99,5,Shawn Heaton
Grace,Ellis,grace.ellis@sakilacustomer.org,Duisburg,255,2005-05-26 14:52:15,2005-05-27 12:45:15,3059,4.99,1,Grace Ellis
Troy,Quigley,troy.quigley@sakilacustomer.org,Vancouver,256,2005-05-26 15:20:58,2005-05-31 15:58:58,11744,3.99,5,Troy Quigley
Louis,Leone,louis.leone@sakilacustomer.org,Tanauan,257,2005-05-26 15:27:05,2005-05-29 16:25:05,10088,4.99,3,Louis Leone
Brett,Cornwell,brett.cornwell@sakilacustomer.org,Siliguri (Shiliguri),258,2005-05-26 15:28:14,2005-05-30 18:38:14,13511,2.99,4,Brett Cornwell
Maurice,Crawley,maurice.crawley@sakilacustomer.org,Coatzacoalcos,259,2005-05-26 15:32:46,2005-06-04 15:27:46,13008,8.99,9,Maurice Crawley
Michelle,Clark,michelle.clark@sakilacustomer.org,Tangail,260,2005-05-26 15:42:20,2005-05-31 13:21:20,544,3.99,5,Michelle Clark
Vincent,Ralston,vincent.ralston@sakilacustomer.org,Allende,261,2005-05-26 15:44:23,2005-06-02 09:47:23,11192,3.99,7,Vincent Ralston
Marcia,Dean,marcia.dean@sakilacustomer.org,Tanza,262,2005-05-26 15:46:56,2005-05-28 15:49:56,6344,2.99,2,Marcia Dean
Oscar,Aquino,oscar.aquino@sakilacustomer.org,Sirjan,263,2005-05-26 15:47:40,2005-05-30 10:07:40,12114,4.99,4,Oscar Aquino
Vickie,Brewer,vickie.brewer@sakilacustomer.org,Halle/Saale,264,2005-05-26 16:00:49,2005-05-27 10:12:49,6757,2.99,1,Vickie Brewer
William,Satterfield,william.satterfield@sakilacustomer.org,Sanaa,265,2005-05-26 16:07:38,2005-06-01 14:20:38,8217,0.99,6,William Satterfield
Hilda,Hopkins,hilda.hopkins@sakilacustomer.org,Mandaluyong,266,2005-05-26 16:08:05,2005-05-27 10:55:05,7099,0.99,1,Hilda Hopkins
Travis,Estep,travis.estep@sakilacustomer.org,Al-Qatif,267,2005-05-26 16:16:21,2005-05-30 16:53:21,11270,4.99,4,Travis Estep
Tammy,Sanders,tammy.sanders@sakilacustomer.org,Changhwa,268,2005-05-26 16:19:08,2005-05-27 14:35:08,2022,0.99,1,Tammy Sanders
Jason,Morrissey,jason.morrissey@sakilacustomer.org,Bahía Blanca,269,2005-05-26 16:19:46,2005-05-27 15:59:46,8696,4.99,1,Jason Morrissey
Jeanne,Lawson,jeanne.lawson@sakilacustomer.org,Ashgabat,270,2005-05-26 16:20:56,2005-06-03 12:40:56,5418,9.99,8,Jeanne Lawson
Tina,Simmons,tina.simmons@sakilacustomer.org,Goiânia,271,2005-05-26 16:22:01,2005-06-03 17:30:01,2504,5.99,8,Tina Simmons
Kathy,James,kathy.james@sakilacustomer.org,Baybay,272,2005-05-26 16:27:11,2005-06-03 13:10:11,1911,9.99,8,Kathy James
Katie,Elliott,katie.elliott@sakilacustomer.org,Kisumu,273,2005-05-26 16:29:36,2005-05-29 18:49:36,5219,2.99,3,Katie Elliott
Paul,Trout,paul.trout@sakilacustomer.org,Kursk,274,2005-05-26 16:48:51,2005-06-03 18:17:51,8432,5.99,8,Paul Trout
Pauline,Henry,pauline.henry@sakilacustomer.org,Torreón,275,2005-05-26 17:09:53,2005-06-04 22:35:53,3586,6.99,9,Pauline Henry
Jean,Bell,jean.bell@sakilacustomer.org,Kuching,276,2005-05-26 17:16:07,2005-06-03 12:59:07,1594,7.99,8,Jean Bell
Janet,Phillips,janet.phillips@sakilacustomer.org,Antofagasta,277,2005-05-26 17:32:11,2005-05-28 22:54:11,1229,2.99,2,Janet Phillips
Kristin,Johnston,kristin.johnston@sakilacustomer.org,Sunnyvale,278,2005-05-26 17:40:58,2005-06-02 16:43:58,5802,3.99,7,Kristin Johnston
Ernest,Stepp,ernest.stepp@sakilacustomer.org,Huai´An,279,2005-05-26 18:02:50,2005-06-03 18:48:50,10394,2.99,8,Ernest Stepp
Sally,Pierce,sally.pierce@sakilacustomer.org,Chandrapur,280,2005-05-26 18:36:58,2005-05-27 23:42:58,4516,2.99,1,Sally Pierce
Andy,Vanhorn,andy.vanhorn@sakilacustomer.org,Huejutla De Reyes,281,2005-05-26 18:49:35,2005-05-27 18:11:35,15588,0.99,1,Andy Vanhorn
Jenny,Castro,jenny.castro@sakilacustomer.org,Ponce,282,2005-05-26 18:56:26,2005-06-01 16:32:26,7626,6.99,6,Jenny Castro
Glenda,Frazier,glenda.frazier@sakilacustomer.org,Qinhuangdao,283,2005-05-26 19:05:05,2005-05-31 19:19:05,6535,3.99,5,Glenda Frazier
Willie,Markham,willie.markham@sakilacustomer.org,Almirante Brown,284,2005-05-26 19:21:44,2005-06-04 14:18:44,9684,8.99,9,Willie Markham
Lauren,Hudson,lauren.hudson@sakilacustomer.org,Le Mans,285,2005-05-26 19:41:40,2005-05-31 16:58:40,4402,1.99,5,Lauren Hudson
Billy,Poulin,billy.poulin@sakilacustomer.org,Cabuyao,286,2005-05-26 19:44:51,2005-06-04 18:00:51,10020,6.99,9,Billy Poulin
Donna,Thompson,donna.thompson@sakilacustomer.org,Elista,287,2005-05-26 19:44:54,2005-06-02 01:10:54,447,2.99,7,Donna Thompson
Kathryn,Coleman,kathryn.coleman@sakilacustomer.org,Simferopol,288,2005-05-26 19:47:49,2005-06-03 20:53:49,2219,8.99,8,Kathryn Coleman
Andrea,Henderson,andrea.henderson@sakilacustomer.org,Mahajanga,289,2005-05-26 20:01:09,2005-05-28 15:09:09,2196,0.99,2,Andrea Henderson
Frederick,Isbell,frederick.isbell@sakilacustomer.org,Tsuyama,290,2005-05-26 20:08:33,2005-05-30 00:32:33,11578,2.99,4,Frederick Isbell
Clifton,Malcolm,clifton.malcolm@sakilacustomer.org,Tanshui,291,2005-05-26 20:20:47,2005-06-03 02:06:47,15457,5.99,8,Clifton Malcolm
Andre,Rapp,andre.rapp@sakilacustomer.org,Coquimbo,292,2005-05-26 20:22:12,2005-06-05 00:58:12,13861,6.99,10,Andre Rapp
Veronica,Stone,veronica.stone@sakilacustomer.org,Greensboro,293,2005-05-26 20:27:02,2005-06-03 16:45:02,4293,5.99,8,Veronica Stone
Fred,Wheat,fred.wheat@sakilacustomer.org,Juárez,294,2005-05-26 20:29:57,2005-05-28 17:20:57,9976,4.99,2,Fred Wheat
Rose,Howard,rose.howard@sakilacustomer.org,Cayenne,295,2005-05-26 20:33:20,2005-05-27 18:23:20,1767,4.99,1,Rose Howard
Tim,Cary,tim.cary@sakilacustomer.org,Bijapur,296,2005-05-26 20:35:19,2005-06-04 02:31:19,12613,6.99,9,Tim Cary
Ann,Evans,ann.evans@sakilacustomer.org,Niznekamsk,297,2005-05-26 20:48:48,2005-05-27 19:52:48,1313,2.99,1,Ann Evans
Leon,Bostic,leon.bostic@sakilacustomer.org,Florencia,298,2005-05-26 20:52:26,2005-05-29 22:08:26,12416,0.99,3,Leon Bostic
Miguel,Betancourt,miguel.betancourt@sakilacustomer.org,Erlangen,299,2005-05-26 20:55:36,2005-05-28 00:25:36,12085,4.99,2,Miguel Betancourt
Frances,Parker,frances.parker@sakilacustomer.org,Juazeiro Do Norte,300,2005-05-26 20:57:00,2005-06-05 01:34:00,1292,6.99,10,Frances Parker
Naomi,Jennings,naomi.jennings@sakilacustomer.org,Karnal,301,2005-05-26 21:06:14,2005-06-01 01:54:14,7404,2.99,6,Naomi Jennings
Jesse,Schilling,jesse.schilling@sakilacustomer.org,Lubumbashi,302,2005-05-26 21:13:46,2005-06-03 15:49:46,10473,4.99,8,Jesse Schilling
Enrique,Forsythe,enrique.forsythe@sakilacustomer.org,Patras,303,2005-05-26 21:16:52,2005-05-27 23:41:52,15956,4.99,1,Enrique Forsythe
Christian,Jung,christian.jung@sakilacustomer.org,Amroha,304,2005-05-26 21:21:28,2005-06-02 00:05:28,14372,5.99,7,Christian Jung
Jerome,Kenyon,jerome.kenyon@sakilacustomer.org,Rancagua,305,2005-05-26 21:22:07,2005-06-02 22:33:07,12526,3.99,7,Jerome Kenyon
Kurt,Emmons,kurt.emmons@sakilacustomer.org,Kanazawa,306,2005-05-26 21:31:57,2005-05-28 19:37:57,14686,0.99,2,Kurt Emmons
Aaron,Selby,aaron.selby@sakilacustomer.org,Mwene-Ditu,307,2005-05-26 21:48:13,2005-06-04 22:24:13,10151,8.99,9,Aaron Selby
Olga,Jimenez,olga.jimenez@sakilacustomer.org,Ogbomosho,308,2005-05-26 22:01:39,2005-06-04 20:24:39,7495,6.99,9,Olga Jimenez
Vickie,Brewer,vickie.brewer@sakilacustomer.org,Halle/Saale,309,2005-05-26 22:38:10,2005-06-02 03:10:10,6758,1.99,7,Vickie Brewer
Rodney,Moeller,rodney.moeller@sakilacustomer.org,Deba Habe,310,2005-05-26 22:41:07,2005-06-02 04:09:07,11062,6.99,7,Rodney Moeller
Vicki,Fields,vicki.fields@sakilacustomer.org,Witten,311,2005-05-26 22:51:37,2005-06-01 00:02:37,5445,3.99,6,Vicki Fields
Leslie,Gordon,leslie.gordon@sakilacustomer.org,Kilis,312,2005-05-26 22:52:19,2005-06-02 18:14:19,3858,2.99,7,Leslie Gordon
Eduardo,Hiatt,eduardo.hiatt@sakilacustomer.org,Jining,313,2005-05-26 22:56:19,2005-05-29 01:29:19,15899,4.99,3,Eduardo Hiatt
Tara,Ryan,tara.ryan@sakilacustomer.org,Gorontalo,314,2005-05-26 23:09:41,2005-05-28 22:49:41,5496,0.99,2,Tara Ryan
Nellie,Garrett,nellie.garrett@sakilacustomer.org,Shimoga,315,2005-05-26 23:12:55,2005-05-29 23:33:55,6419,4.99,3,Nellie Garrett
Dora,Medina,dora.medina@sakilacustomer.org,Tianjin,316,2005-05-26 23:22:55,2005-05-29 23:25:55,6714,4.99,3,Dora Medina
Clarence,Gamez,clarence.gamez@sakilacustomer.org,Izumisano,317,2005-05-26 23:23:56,2005-06-01 19:56:56,10590,5.99,6,Clarence Gamez
Mildred,Bailey,mildred.bailey@sakilacustomer.org,Jaipur,318,2005-05-26 23:37:39,2005-06-03 04:31:39,1647,4.99,8,Mildred Bailey
Jane,Bennett,jane.bennett@sakilacustomer.org,Araçatuba,319,2005-05-26 23:52:13,2005-05-30 18:55:13,2085,2.99,4,Jane Bennett
Patricia,Johnson,patricia.johnson@sakilacustomer.org,San Bernardino,320,2005-05-27 00:09:24,2005-05-28 04:30:24,33,4.99,1,Patricia Johnson
Tyler,Wren,tyler.wren@sakilacustomer.org,Rizhao,322,2005-05-27 00:47:35,2005-06-02 00:32:35,13356,4.99,6,Tyler Wren
Clara,Shaw,clara.shaw@sakilacustomer.org,Molodetšno,323,2005-05-27 00:49:27,2005-05-30 03:12:27,3879,2.99,3,Clara Shaw
Misty,Lambert,misty.lambert@sakilacustomer.org,Sharja,324,2005-05-27 01:00:04,2005-05-30 04:27:04,7895,0.99,3,Misty Lambert
Oscar,Aquino,oscar.aquino@sakilacustomer.org,Sirjan,325,2005-05-27 01:09:55,2005-05-31 07:01:55,12115,5.99,4,Oscar Aquino
Edwin,Burk,edwin.burk@sakilacustomer.org,Newcastle,326,2005-05-27 01:10:11,2005-06-04 20:25:11,11643,7.99,8,Edwin Burk
Dawn,Sullivan,dawn.sullivan@sakilacustomer.org,Funafuti,327,2005-05-27 01:18:57,2005-06-04 04:06:57,2824,8.99,8,Dawn Sullivan
Jim,Rea,jim.rea@sakilacustomer.org,El Fuerte,328,2005-05-27 01:29:31,2005-06-01 02:27:31,12161,2.99,5,Jim Rea
Georgia,Jacobs,georgia.jacobs@sakilacustomer.org,Uttarpara-Kotrung,329,2005-05-27 01:57:14,2005-05-31 04:19:14,6219,5.99,4,Georgia Jacobs
Caroline,Bowman,caroline.bowman@sakilacustomer.org,Tallahassee,330,2005-05-27 02:15:30,2005-06-04 05:09:30,6699,7.99,8,Caroline Bowman
Kelly,Torres,kelly.torres@sakilacustomer.org,Xi´Angtan,331,2005-05-27 02:22:26,2005-06-05 00:25:26,1823,9.99,9,Kelly Torres
James,Gannon,james.gannon@sakilacustomer.org,Hiroshima,332,2005-05-27 02:27:10,2005-06-03 01:26:10,8106,5.99,7,James Gannon
Allen,Butterfield,allen.butterfield@sakilacustomer.org,Hoshiarpur,333,2005-05-27 02:52:21,2005-06-01 00:55:21,11150,4.99,5,Allen Butterfield
Kristen,Chavez,kristen.chavez@sakilacustomer.org,Hino,334,2005-05-27 03:03:07,2005-05-29 03:54:07,5244,4.99,2,Kristen Chavez
Sandra,Martin,sandra.martin@sakilacustomer.org,Southend-On-Sea,335,2005-05-27 03:07:10,2005-06-05 00:15:10,418,3.99,9,Sandra Martin
Carole,Barnett,carole.barnett@sakilacustomer.org,Peoria,336,2005-05-27 03:15:23,2005-05-29 22:43:23,7437,2.99,2,Carole Barnett
Ruth,Martinez,ruth.martinez@sakilacustomer.org,Kimberley,337,2005-05-27 03:22:30,2005-06-02 03:27:30,493,2.99,6,Ruth Martinez
Lorraine,Stephens,lorraine.stephens@sakilacustomer.org,Hami,338,2005-05-27 03:42:52,2005-06-01 05:23:52,4467,4.99,5,Lorraine Stephens
Elmer,Noe,elmer.noe@sakilacustomer.org,Battambang,339,2005-05-27 03:47:18,2005-06-04 05:46:18,13888,3.99,8,Elmer Noe
Tonya,Chapman,tonya.chapman@sakilacustomer.org,Bhilwara,340,2005-05-27 03:55:25,2005-06-04 07:57:25,5656,9.99,8,Tonya Chapman
Gloria,Cook,gloria.cook@sakilacustomer.org,Papeete,341,2005-05-27 04:01:42,2005-06-05 08:51:42,1536,5.99,9,Gloria Cook
Mathew,Bolin,mathew.bolin@sakilacustomer.org,Valencia,342,2005-05-27 04:11:04,2005-05-29 01:28:04,14508,0.99,2,Mathew Bolin
Jon,Wiles,jon.wiles@sakilacustomer.org,El Alto,343,2005-05-27 04:13:41,2005-05-28 08:34:41,12282,0.99,1,Jon Wiles
Marcia,Dean,marcia.dean@sakilacustomer.org,Tanza,344,2005-05-27 04:30:22,2005-05-29 10:13:22,6345,2.99,2,Marcia Dean
Clara,Shaw,clara.shaw@sakilacustomer.org,Molodetšno,345,2005-05-27 04:32:25,2005-05-31 09:50:25,3880,2.99,4,Clara Shaw
Betty,White,betty.white@sakilacustomer.org,Citrus Heights,346,2005-05-27 04:34:41,2005-06-05 04:24:41,359,9.99,9,Betty White
Eugene,Culpepper,eugene.culpepper@sakilacustomer.org,Shenzhen,347,2005-05-27 04:40:33,2005-05-28 09:56:33,10229,0.99,1,Eugene Culpepper
Jorge,Olivares,jorge.olivares@sakilacustomer.org,Lhokseumawe,348,2005-05-27 04:50:56,2005-06-01 04:43:56,12779,4.99,5,Jorge Olivares
Kathleen,Adams,kathleen.adams@sakilacustomer.org,Arak,349,2005-05-27 04:53:11,2005-05-28 06:33:11,984,0.99,1,Kathleen Adams
Margaret,Moore,margaret.moore@sakilacustomer.org,Masqat,350,2005-05-27 05:01:28,2005-06-04 05:01:28,231,4.99,8,Margaret Moore
Kim,Cruz,kim.cruz@sakilacustomer.org,Grand Prairie,351,2005-05-27 05:39:03,2005-06-01 11:10:03,3167,5.99,5,Kim Cruz
Darlene,Rose,darlene.rose@sakilacustomer.org,Pyongyang,352,2005-05-27 05:48:19,2005-05-29 09:05:19,4261,0.99,2,Darlene Rose
Angel,Barclay,angel.barclay@sakilacustomer.org,Ueda,353,2005-05-27 06:03:39,2005-06-03 04:39:39,13546,5.99,7,Angel Barclay
Tom,Milner,tom.milner@sakilacustomer.org,Abu Dhabi,354,2005-05-27 06:12:26,2005-06-01 06:48:26,12193,2.99,5,Tom Milner
